"CLINIC_ID","STRIPE_SUBSCRIPTION_ID","SUBSCRIPTION_START_DATE","SUBSCRIPTION_END_DATE","SUBSCRIPTION_CURRENT_PERIOD_STARTED_AT","SUBSCRIPTION_CURRENT_PERIOD_ENDS_AT","MOST_RECENT_INVOICE_CREATED_AT","LAST_PAYMENT_AT","CHECKOUT_STATUS","SUBSCRIPTION_STATUS","BILLING_INTERVAL_IN_MONTHS","FIRST_PAYMENT_METHOD_TYPE","FIRST_CARD_BRAND","FIRST_PAYMENT_AMOUNT","FIRST_PAYMENT_AMOUNT_OFF","FIRST_PAYMENT_PROMOTION_CODE","FIRST_PAYMENT_COUPON_ID","FIRST_PAYMENT_AMOUNT_OFF_2"
9358,"sub_1NiHHTCpjOdJI4gTNQgNKtKI","2023-08-23","2023-08-24","2023-08-23 10:39:31.000","2024-02-23 10:39:31.000","2023-08-23 10:39:31.000",,,,"6","Boleto",,479.4,,,,
9721,"sub_1Nid0sCpjOdJI4gTuJQj5T3c","2023-08-24",,"2023-09-24 09:51:50.000","2023-10-24 09:51:50.000","2023-09-24 09:52:49.000","2023-09-24 10:58:39.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9691,"sub_1Nij31CpjOdJI4gTZzHYnBtu","2023-08-24",,"2023-09-24 16:18:26.000","2023-10-24 16:18:26.000","2023-09-24 16:28:05.000","2023-09-29 10:53:07.000","open","active","1","Cartão de Crédito","mastercard",89.9,,,,
9625,"sub_1NihkGCpjOdJI4gTQc7MfTqu","2023-08-24",,"2023-08-24 14:55:00.000","2024-02-24 14:55:00.000","2023-08-24 14:55:00.000","2023-08-24 16:15:56.000","complete","active","6","Boleto",,479.4,,,,
9990,"sub_1Niq9NCpjOdJI4gTlcWX7Jfj","2023-08-24",,"2023-09-24 23:53:29.000","2023-10-24 23:53:29.000","2023-09-24 23:57:54.000","2023-09-25 00:58:39.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9186,"sub_1NijAmCpjOdJI4gTSEFYMRtj","2023-08-24","2023-10-24","2023-09-24 16:26:28.000","2023-10-24 16:26:28.000","2023-09-24 16:27:58.000","2023-09-24 17:34:49.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9967,"sub_1Nigh3CpjOdJI4gTKTt88BmI","2023-08-24",,"2023-08-24 13:47:37.000","2024-08-24 13:47:37.000","2023-08-24 13:47:37.000","2023-08-24 13:47:49.000","complete","active","12","Cartão de Crédito","mastercard",838.8,,,,
9180,"sub_1Nifp1CpjOdJI4gToV0Jyp98","2023-08-24",,"2023-09-24 12:51:47.000","2023-10-24 12:51:47.000","2023-09-24 12:53:04.000","2023-09-24 13:53:16.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9825,"sub_1Nj29VCpjOdJI4gTsWNO1Kzm","2023-08-25","2023-10-25","2023-09-25 12:42:25.000","2023-10-25 12:42:25.000","2023-09-25 12:46:50.000","2023-09-25 13:50:41.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10022,"sub_1Nj8QpCpjOdJI4gTGER51AIW","2023-08-25","2023-08-31","2023-08-25 19:24:43.000","2023-09-25 19:24:43.000","2023-08-25 19:24:43.000",,"complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
9600,"sub_1Nj3juCpjOdJI4gTIENxZuA4","2023-08-25",,"2023-09-25 14:24:06.000","2023-10-25 14:24:06.000","2023-09-25 14:25:15.000","2023-10-01 15:38:51.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10002,"sub_1Nj0sUCpjOdJI4gTppSNz2Ph","2023-08-25","2023-09-05","2023-08-25 11:20:46.000","2023-09-25 11:20:46.000","2023-08-25 11:20:46.000",,"complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
9944,"sub_1Nj2RvCpjOdJI4gTFmocQFqr","2023-08-25",,"2023-08-25 13:01:27.000","2024-02-25 13:01:27.000","2023-08-25 13:01:27.000","2023-08-29 05:18:31.000","complete","active","6","Boleto",,479.4,,,,
9964,"sub_1Nj2OSCpjOdJI4gThPkYin7V","2023-08-25",,"2023-08-25 12:57:52.000","2024-02-25 12:57:52.000","2023-08-25 12:57:52.000","2023-08-29 05:16:38.000","complete","active","6","Boleto",,479.4,,,,
9616,"sub_1Nj37vCpjOdJI4gTtHNnvopn","2023-08-25",,"2023-08-25 13:44:51.000","2024-02-25 13:44:51.000","2023-08-25 13:44:51.000","2023-08-29 05:18:27.000","complete","active","6","Boleto",,479.4,,,,
9950,"sub_1Nj3OvCpjOdJI4gTheuzNkGn","2023-08-25",,"2023-09-25 14:02:25.000","2023-10-25 14:02:25.000","2023-09-25 14:08:51.000","2023-09-25 15:11:51.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10003,"sub_1NkAifCpjOdJI4gTpGSLTU87","2023-08-28",,"2023-09-28 16:03:25.000","2023-10-28 16:03:25.000","2023-09-28 16:06:09.000","2023-09-28 17:10:41.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9404,"sub_1Nk6UiCpjOdJI4gTU56UjqeR","2023-08-28","2023-10-04","2023-09-28 11:32:44.000","2023-10-28 11:32:44.000","2023-09-28 11:33:31.000","2023-08-28 11:32:46.000","complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
9837,"sub_1Nk43fCpjOdJI4gT5Qr9aGtc","2023-08-28",,"2023-08-28 08:56:39.000","2024-08-28 08:56:39.000","2023-08-28 08:56:40.000","2023-08-28 09:46:59.000","complete","active","12","Boleto",,838.8,,,,
10005,"sub_1Nk99eCpjOdJI4gTrRHH6OQ8","2023-08-28",,"2023-08-28 14:23:10.000","2024-02-28 14:23:10.000","2023-08-28 14:23:10.000","2023-08-30 04:23:00.000","complete","active","6","Boleto",,479.4,,,,
9892,"sub_1NkXy4CpjOdJI4gTgRew3isq","2023-08-29",,"2023-09-29 16:52:52.000","2023-10-29 16:52:52.000","2023-09-29 16:56:38.000","2023-09-29 17:57:26.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10128,"sub_1NkYR6CpjOdJI4gTWgZ4D2BX","2023-08-29","2023-09-05","2023-08-29 17:22:52.000","2023-09-29 17:22:52.000","2023-08-29 17:22:52.000",,"complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
9697,"sub_1NkbbGCpjOdJI4gTF9X0CJPF","2023-08-29",,"2023-09-29 20:45:34.000","2023-10-29 20:45:34.000","2023-09-29 20:48:53.000","2023-09-29 21:55:00.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9978,"sub_1NkW7iCpjOdJI4gToKdMHtdU","2023-08-29",,"2023-09-29 14:54:42.000","2023-10-29 14:54:42.000","2023-09-29 14:55:42.000","2023-09-29 16:03:13.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9981,"sub_1Nkv0zCpjOdJI4gTCoMxAJU7","2023-08-30",,"2023-09-30 17:29:25.000","2023-10-30 17:29:25.000","2023-09-30 17:32:04.000","2023-09-30 18:33:10.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9692,"sub_1NkvQJCpjOdJI4gTww1ebTff","2023-08-30",,"2023-08-30 17:55:35.000","2024-08-30 17:55:35.000","2023-08-30 17:55:35.000","2023-08-30 17:55:38.000","complete","active","12","Cartão de Crédito","mastercard",587.16,,"ANUAL30","YqXjKdhe",
9947,"sub_1NksSxCpjOdJI4gT9LH9NPeD","2023-08-30",,"2023-09-30 14:46:07.000","2023-10-30 14:46:07.000","2023-09-30 14:48:29.000","2023-10-04 16:11:33.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9952,"sub_1NkvdYCpjOdJI4gTB9RfeZ8y","2023-08-30",,"2023-09-30 18:09:16.000","2023-10-30 18:09:16.000","2023-09-30 18:14:51.000","2023-09-30 19:19:34.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9933,"sub_1Nkq5JCpjOdJI4gTFQQbh2Oh","2023-08-30",,"2023-09-30 12:13:33.000","2023-10-30 12:13:33.000","2023-09-30 12:14:42.000","2023-09-30 13:15:27.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10127,"sub_1NkmoTCpjOdJI4gT8mSpjtfN","2023-08-30",,"2023-08-30 08:43:57.000","2024-08-30 08:43:57.000","2023-08-30 08:43:57.000","2023-08-30 11:14:44.000","open","active","12","Boleto",,629.1,,"clearcorrect12","0VmtjmCf",
9963,"sub_1Nkpc0CpjOdJI4gT0q9Y3CDN","2023-08-30","2023-10-06","2023-09-30 11:43:16.000","2023-10-30 11:43:16.000","2023-09-30 11:46:30.000","2023-08-30 11:43:18.000","complete","canceled","1","Cartão de Crédito","visa",89.9,,,,
9132,"sub_1NkvEYCpjOdJI4gTB3ZezpP2","2023-08-30",,"2023-09-30 17:43:26.000","2023-10-30 17:43:26.000","2023-09-30 17:44:41.000","2023-09-30 18:48:42.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9824,"sub_1NlGDJCpjOdJI4gT0S9k0SOK","2023-08-31",,"2023-08-31 16:07:33.000","2024-08-31 16:07:33.000","2023-08-31 16:07:33.000","2023-09-02 04:01:56.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
9905,"sub_1NlHPuCpjOdJI4gTCM9sO9ol","2023-08-31",,"2023-08-31 17:24:38.000","2024-08-31 17:24:38.000","2023-08-31 17:24:38.000","2023-08-31 17:24:41.000","complete","active","12","Cartão de Crédito","visa",587.16,,"ANUAL30","YqXjKdhe",
9894,"sub_1NlHaeCpjOdJI4gTLXaGN4ZR","2023-08-31",,"2023-09-30 17:35:44.000","2023-10-31 17:35:44.000","2023-09-30 17:36:17.000","2023-09-30 18:37:30.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10192,"sub_1NlJMUCpjOdJI4gTvdJFsT9t","2023-08-31","2023-09-05","2023-08-31 19:29:14.000","2024-08-31 19:29:14.000","2023-08-31 19:29:14.000","2023-08-31 20:42:08.000","complete","canceled","12","Boleto",,587.16,,,"YqXjKdhe",
10184,"sub_1Nlat7CpjOdJI4gTAYbUKfLl","2023-09-01",,"2023-10-01 14:12:05.000","2023-11-01 14:12:05.000","2023-10-01 14:13:55.000","2023-10-01 15:14:30.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9997,"sub_1NlbdaCpjOdJI4gT6B1VMvhj","2023-09-01",,"2023-09-01 15:00:06.000","2024-09-01 15:00:06.000","2023-09-01 15:00:06.000","2023-09-01 16:10:51.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
9843,"sub_1NlgHNCpjOdJI4gTQPc3Lnra","2023-09-01",,"2023-10-01 19:57:29.000","2023-11-01 19:57:29.000","2023-10-01 19:58:39.000","2023-10-01 21:03:42.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9034,"sub_1NlW5sCpjOdJI4gTN74i3rLt","2023-09-01",,"2023-10-01 09:04:56.000","2023-11-01 09:04:56.000","2023-10-01 09:08:10.000","2023-10-01 10:09:50.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9975,"sub_1NlZ1mCpjOdJI4gTLQhrV2N1","2023-09-01",,"2023-09-01 12:12:54.000","2024-09-01 12:12:54.000","2023-09-01 12:12:54.000","2023-09-01 13:13:10.000","complete","active","12","Cartão de Crédito","visa",838.8,,,,
9935,"sub_1NlYTSCpjOdJI4gTiZRbOo5T","2023-09-01","2023-11-01","2023-10-01 11:37:26.000","2023-11-01 11:37:26.000","2023-10-01 11:40:17.000","2023-10-01 12:41:50.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10138,"sub_1NldjgCpjOdJI4gTSfoRc0KX","2023-09-01",,"2023-10-01 17:14:32.000","2023-11-01 17:14:32.000","2023-10-01 17:18:21.000","2023-10-02 08:57:13.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10157,"sub_1NlVcECpjOdJI4gTeIZhHGDy","2023-09-01",,"2023-10-01 08:34:18.000","2023-11-01 08:34:18.000","2023-10-01 08:38:41.000","2023-10-01 09:39:26.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,,,
10241,"sub_1NlwqzCpjOdJI4gTWrPn33l4","2023-09-02",,"2023-10-02 13:39:21.000","2023-11-02 13:39:21.000","2023-10-02 13:40:14.000","2023-10-02 14:41:07.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10091,"sub_1Nlw5LCpjOdJI4gTKcSJltLb","2023-09-02",,"2023-10-02 12:50:07.000","2023-11-02 12:50:07.000","2023-10-02 12:51:16.000","2023-10-02 13:52:14.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9552,"sub_1Nlu33CpjOdJI4gTU39eivqG","2023-09-02",,"2023-10-02 10:39:37.000","2023-11-02 10:39:37.000","2023-10-02 10:40:30.000","2023-10-02 11:43:29.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10063,"sub_1NmgI5CpjOdJI4gTIHnPGbtv","2023-09-04",,"2023-10-04 14:10:21.000","2023-11-04 14:10:21.000","2023-10-04 14:16:21.000","2023-10-04 15:23:15.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10291,"sub_1NmhuoCpjOdJI4gTTKEUVlyW","2023-09-04",,"2023-10-04 15:54:26.000","2023-11-04 15:54:26.000","2023-10-04 15:57:53.000","2023-10-04 17:03:19.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10190,"sub_1NmdjsCpjOdJI4gTWYU0HDLW","2023-09-04",,"2023-10-04 11:26:52.000","2023-11-04 11:26:52.000","2023-10-04 11:30:05.000","2023-10-04 12:32:56.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10122,"sub_1NmiZHCpjOdJI4gTQZAR63Zj","2023-09-04",,"2023-10-04 16:36:15.000","2023-11-04 16:36:15.000","2023-10-04 16:43:21.000","2023-10-10 17:22:53.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10020,"sub_1NmjMeCpjOdJI4gTcsJbCvta","2023-09-04",,"2023-09-04 17:27:15.000","2024-03-04 17:27:15.000","2023-09-04 17:27:16.000","2023-09-05 11:04:23.000","open","active","6","Boleto",,479.4,,,,
10104,"sub_1NmcfBCpjOdJI4gT1V1MMZWs","2023-09-04",,"2023-10-04 10:17:57.000","2023-11-04 10:17:57.000","2023-10-04 10:35:11.000","2023-10-04 11:38:45.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10292,"sub_1NmiMzCpjOdJI4gTB7lKBCLY","2023-09-04",,"2023-10-04 16:23:33.000","2023-11-04 16:23:33.000","2023-10-04 16:28:46.000","2023-10-07 17:42:00.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10102,"sub_1NmihdCpjOdJI4gTDaGCOg9Z","2023-09-04",,"2023-09-04 16:44:53.000","2024-03-04 16:44:53.000","2023-09-04 16:44:53.000","2023-09-04 16:44:55.000","complete","active","6","Cartão de Crédito","mastercard",479.4,,,,
9901,"sub_1NmgVNCpjOdJI4gTp5CwedkF","2023-09-04",,"2023-10-04 14:24:05.000","2023-11-04 14:24:05.000","2023-10-04 14:28:43.000","2023-10-04 15:32:09.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10288,"sub_1NmymqCpjOdJI4gTBT9vExpN","2023-09-05",,"2023-10-05 09:55:20.000","2023-11-05 09:55:20.000","2023-10-05 09:57:08.000","2023-10-05 12:12:30.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10301,"sub_1NmyucCpjOdJI4gTAnNZcync","2023-09-05","2023-10-05","2023-10-05 10:03:22.000","2023-11-05 10:03:22.000","2023-10-05 10:10:37.000",,"complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
10123,"sub_1NmxP9CpjOdJI4gTyHlTSdHh","2023-09-05",,"2023-09-05 08:26:47.000","2024-03-05 08:26:47.000","2023-09-05 08:26:47.000","2023-09-06 05:55:44.000","complete","active","6","Boleto",,479.4,,,,
10265,"sub_1Nn6N6CpjOdJI4gTFA3TF2vb","2023-09-05",,"2023-09-05 18:01:16.000","2024-09-05 18:01:16.000","2023-09-05 18:01:16.000","2023-09-05 19:42:09.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
10174,"sub_1Nn8pSCpjOdJI4gTr6V5flaz","2023-09-05",,"2023-10-05 20:38:42.000","2023-11-05 20:38:42.000","2023-10-05 20:41:02.000","2023-10-07 03:57:28.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10233,"sub_1Nn5UtCpjOdJI4gTsrb5AXaA","2023-09-05",,"2023-09-05 17:05:15.000","2024-03-05 17:05:15.000","2023-09-05 17:05:15.000","2023-09-05 17:43:35.000","complete","active","6","Boleto",,479.4,,,,
10204,"sub_1NmzLZCpjOdJI4gTUQnyzmDD","2023-09-05",,"2023-09-05 10:31:13.000","2024-03-05 10:31:13.000","2023-09-05 10:31:13.000","2023-09-05 10:31:29.000","complete","active","6","Cartão de Crédito","mastercard",335.58,,"CAPIM30","oUu4Feil",
9242,"sub_1Nn4IVCpjOdJI4gTZ4rRSrEH","2023-09-05","2023-10-11","2023-10-05 15:48:23.000","2023-11-05 15:48:23.000","2023-10-05 16:00:42.000","2023-09-05 15:48:26.000","complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
10076,"sub_1Nn2ymCpjOdJI4gTqtQuzny6","2023-09-05",,"2023-09-05 14:23:56.000","2024-03-05 14:23:56.000","2023-09-05 14:23:56.000","2023-09-07 04:45:06.000","complete","active","6","Boleto",,479.4,,,,
10115,"sub_1NnNCcCpjOdJI4gTt3YYAgjH","2023-09-06",,"2023-09-06 11:59:34.000","2024-09-06 11:59:34.000","2023-09-06 11:59:34.000","2023-09-06 19:45:08.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
9989,"sub_1NnMOZCpjOdJI4gTS2Z7QaGE","2023-09-06",,"2023-10-06 11:07:51.000","2023-11-06 11:07:51.000","2023-10-06 11:15:00.000","2023-10-06 12:16:18.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10325,"sub_1NnN6dCpjOdJI4gTn3DURNAG","2023-09-06",,"2023-09-06 11:53:23.000","2024-09-06 11:53:23.000","2023-09-06 11:53:23.000","2023-09-06 11:53:26.000","complete","active","12","Cartão de Crédito","visa",587.16,,"ANUAL30","YqXjKdhe",
10305,"sub_1NnO8LCpjOdJI4gTYxC4XHxS","2023-09-06",,"2023-10-06 12:59:13.000","2023-11-06 12:59:13.000","2023-10-06 13:15:08.000","2023-10-06 14:27:42.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,,,
10030,"sub_1NnSbKCpjOdJI4gT99rVIdid","2023-09-06",,"2023-09-06 17:45:26.000","2024-09-06 17:45:26.000","2023-09-06 17:45:26.000","2023-09-06 17:45:50.000","complete","active","12","Cartão de Crédito","mastercard",587.16,,"ANUAL30","YqXjKdhe",
9588,"sub_1NnhilCpjOdJI4gTdTD9G0Mh","2023-09-07",,"2023-10-07 09:54:07.000","2023-11-07 09:54:07.000","2023-10-07 10:01:11.000","2023-10-07 11:09:14.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10338,"sub_1Nnie0CpjOdJI4gTTT6f8wXY","2023-09-07",,"2023-09-07 10:53:16.000","2024-09-07 10:53:16.000","2023-09-07 10:53:16.000","2023-09-09 05:11:40.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
10392,"sub_1No8YACpjOdJI4gTNp2G4Z1w","2023-09-08","2023-10-14","2023-10-08 14:32:58.000","2023-11-08 14:32:58.000","2023-10-08 14:44:22.000","2023-09-08 14:33:01.000","complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
10297,"sub_1No3NPCpjOdJI4gTajDZT0v8","2023-09-08",,"2023-10-08 09:01:31.000","2023-11-08 09:01:31.000","2023-10-08 09:04:34.000","2023-10-08 10:10:13.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,,,
10092,"sub_1NoBFJCpjOdJI4gTttBdygwe","2023-09-08",,"2023-10-08 17:25:41.000","2023-11-08 17:25:41.000","2023-10-08 17:38:06.000","2023-10-08 18:40:17.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10425,"sub_1No5tZCpjOdJI4gTfGVcsLMk","2023-09-08",,"2023-10-08 11:42:53.000","2023-11-08 11:42:53.000","2023-10-08 11:47:08.000","2023-10-08 12:49:50.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9945,"sub_1NpG7YCpjOdJI4gTovOR8mq3","2023-09-11","2023-10-17","2023-10-11 16:50:07.000","2023-11-11 16:50:07.000","2023-10-11 16:55:47.000","2023-09-11 16:50:11.000","complete","canceled","1","Cartão de Crédito","visa",89.9,,,,
10353,"sub_1NpFL4CpjOdJI4gT0XiQviRW","2023-09-11","2023-10-09","2023-09-11 16:00:02.000","2024-03-11 16:00:02.000","2023-09-11 16:00:03.000","2023-09-11 17:12:58.000","complete","canceled","6","Boleto",,479.4,,,,
10271,"sub_1NpGmzCpjOdJI4gTNYVGX1uu","2023-09-11",,"2023-10-11 17:32:57.000","2023-11-11 17:32:57.000","2023-10-11 17:35:14.000","2023-10-11 18:36:49.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10212,"sub_1NpFqrCpjOdJI4gT6HjCPlm6","2023-09-11",,"2023-09-11 16:32:53.000","2024-09-11 16:32:53.000","2023-09-11 16:32:53.000","2023-09-13 05:02:18.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
9623,"sub_1NpGXKCpjOdJI4gT0Y1qNmuF","2023-09-11",,"2023-09-11 17:16:46.000","2024-03-11 17:16:46.000","2023-09-11 17:16:46.000","2023-09-15 17:03:35.000","complete","active","6","Boleto",,479.4,,,,
10298,"sub_1NpBrWCpjOdJI4gTQF02XstA","2023-09-11",,"2023-10-11 12:17:18.000","2023-11-11 12:17:18.000","2023-10-11 12:26:11.000","2023-10-11 13:30:28.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10306,"sub_1NpYvxCpjOdJI4gTY10EyNdV","2023-09-12",,"2023-10-12 12:55:25.000","2023-11-12 12:55:25.000","2023-10-12 12:57:42.000","2023-10-13 10:02:37.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9727,"sub_1NpbWGCpjOdJI4gTy5yvs0f2","2023-09-12",,"2023-10-12 15:41:04.000","2023-11-12 15:41:04.000","2023-10-12 15:51:14.000","2023-10-12 16:58:45.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10348,"sub_1NpcDSCpjOdJI4gTXB7Rq6LD","2023-09-12","2023-10-18","2023-10-12 16:25:42.000","2023-11-12 16:25:42.000","2023-10-12 16:38:41.000","2023-09-12 16:25:44.000","complete","canceled","1","Cartão de Crédito","mastercard",89.9,,,,
10519,"sub_1NpXe6CpjOdJI4gThDNQv8XD","2023-09-12",,"2023-10-12 11:32:54.000","2023-11-12 11:32:54.000","2023-10-12 11:38:09.000","2023-10-12 12:39:09.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10360,"sub_1NpfcrCpjOdJI4gTv6njrPtL","2023-09-12",,"2023-10-12 20:04:09.000","2023-11-12 20:04:09.000","2023-10-12 20:13:49.000","2023-10-12 21:33:59.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10518,"sub_1NpdDzCpjOdJI4gT8EXB189d","2023-09-12",,"2023-09-12 17:30:19.000","2024-09-12 17:30:19.000","2023-09-12 17:30:19.000","2023-09-14 04:50:54.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
10021,"sub_1NpauUCpjOdJI4gTEsOEUXTT","2023-09-12","2023-11-12","2023-10-12 15:02:02.000","2023-11-12 15:02:02.000","2023-10-12 15:19:23.000","2023-10-12 16:29:19.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10302,"sub_1NpVvwCpjOdJI4gTvzFrF08h","2023-09-12",,"2023-10-12 09:43:12.000","2023-11-12 09:43:12.000","2023-10-12 09:44:16.000","2023-10-12 10:47:48.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10250,"sub_1NpzN0CpjOdJI4gTAOgBojc5","2023-09-13",,"2023-09-13 17:09:06.000","2024-09-13 17:09:06.000","2023-09-13 17:09:06.000","2023-09-13 17:09:09.000","complete","active","12","Cartão de Crédito","mastercard",587.16,,"ANUAL30","YqXjKdhe",
9766,"sub_1Npt5NCpjOdJI4gTA3YVFnlF","2023-09-13",,"2023-09-13 10:26:29.000","2024-03-13 10:26:29.000","2023-09-13 10:26:29.000","2023-09-13 11:28:01.000","complete","active","6","Boleto",,383.52,,"SEMESTRAL20","TyuEUep5",
10463,"sub_1NpxBkCpjOdJI4gTv72M5BAd","2023-09-13",,"2023-09-13 14:49:20.000","2024-03-13 14:49:20.000","2023-09-13 14:49:20.000","2023-09-13 14:49:23.000","complete","active","6","Cartão de Crédito","mastercard",383.52,,"SEMESTRAL20","TyuEUep5",
10569,"sub_1Npyg2CpjOdJI4gTHjz0B9Mb","2023-09-13",,"2023-10-13 16:24:42.000","2023-11-13 16:24:42.000","2023-10-13 16:42:28.000","2023-10-13 17:50:31.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10488,"sub_1NpzxZCpjOdJI4gTK15hkksu","2023-09-13",,"2023-09-13 17:46:53.000","2024-09-13 17:46:53.000","2023-09-13 17:46:53.000","2023-09-13 20:22:55.000","complete","active","12","Boleto",,838.8,,,,
10499,"sub_1NpxCQCpjOdJI4gTYHcsdkDq","2023-09-13",,"2023-09-13 14:50:02.000","2024-09-13 14:50:02.000","2023-09-13 14:50:02.000","2023-09-13 17:13:02.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
10383,"sub_1NpxLVCpjOdJI4gTZUhX1P7r","2023-09-13",,"2023-10-13 14:59:25.000","2023-11-13 14:59:25.000","2023-10-13 15:00:11.000","2023-10-13 16:03:13.000","complete","active","1","Cartão de Crédito","mastercard",44.95,,,,
10543,"sub_1NpwnYCpjOdJI4gTUmpNWbr9","2023-09-13",,"2023-10-13 14:24:20.000","2023-11-13 14:24:20.000","2023-10-13 14:59:52.000","2023-10-13 16:03:00.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10603,"sub_1NptmACpjOdJI4gTeqMEnmJz","2023-09-13",,"2023-10-13 11:10:42.000","2023-11-13 11:10:42.000","2023-10-13 11:13:53.000","2023-10-13 12:19:56.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10119,"sub_1NpzrECpjOdJI4gT5kGozVwE","2023-09-13",,"2023-09-13 17:40:20.000","2024-09-13 17:40:20.000","2023-09-13 17:40:20.000","2023-09-18 14:35:18.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
10523,"sub_1NpyXaCpjOdJI4gTeU4PAopF","2023-09-13",,"2023-09-13 16:15:58.000","2024-03-13 16:15:58.000","2023-09-13 16:15:58.000","2023-09-13 16:16:00.000","complete","active","6","Cartão de Crédito","mastercard",383.52,,"SEMESTRAL20","TyuEUep5",
10359,"sub_1NqFExCpjOdJI4gTxXhVMdX5","2023-09-14",,"2023-10-14 10:05:51.000","2023-11-14 10:05:51.000","2023-10-14 10:09:21.000","2023-10-14 11:14:08.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10526,"sub_1NqFWJCpjOdJI4gThIrsXzNS","2023-09-14",,"2023-10-14 10:23:47.000","2023-11-14 10:23:47.000","2023-10-14 10:24:53.000","2023-10-17 11:41:22.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10370,"sub_1NqPelCpjOdJI4gT1ILlJS5Y","2023-09-14",,"2023-10-14 21:13:11.000","2023-11-14 21:13:11.000","2023-10-14 21:18:05.000","2023-10-16 16:32:25.000","open","active","1","Cartão de Crédito","mastercard",89.9,,,,
