"CLINIC_ID","STRIPE_SUBSCRIPTION_ID","SUBSCRIPTION_START_DATE","SUBSCRIPTION_END_DATE","SUBSCRIPTION_CURRENT_PERIOD_STARTED_AT","SUBSCRIPTION_CURRENT_PERIOD_ENDS_AT","MOST_RECENT_INVOICE_CREATED_AT","LAST_PAYMENT_AT","CHECKOUT_STATUS","SUBSCRIPTION_STATUS","BILLING_INTERVAL_IN_MONTHS","FIRST_PAYMENT_METHOD_TYPE","FIRST_CARD_BRAND","FIRST_PAYMENT_AMOUNT","FIRST_PAYMENT_AMOUNT_OFF","FIRST_PAYMENT_PROMOTION_CODE","FIRST_PAYMENT_COUPON_ID","FIRST_PAYMENT_AMOUNT_OFF_2"
10087,"sub_1NqKliCpjOdJI4gTB2EDHCc6","2023-09-14",,"2023-10-14 16:00:02.000","2023-11-14 16:00:02.000","2023-10-14 16:00:23.000","2023-10-14 17:03:30.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10572,"sub_1NqJePCpjOdJI4gT95vpgOSv","2023-09-14",,"2023-10-14 14:48:25.000","2023-11-14 14:48:25.000","2023-10-14 14:50:00.000","2023-10-17 15:51:14.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10655,"sub_1NqIxJCpjOdJI4gTChLCdBtJ","2023-09-14",,"2023-10-14 14:03:53.000","2023-11-14 14:03:53.000","2023-10-14 14:14:54.000","2023-10-14 15:18:42.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10483,"sub_1NqKu9CpjOdJI4gTcVR47lY5","2023-09-14",,"2023-10-14 16:08:45.000","2023-11-14 16:08:45.000","2023-10-14 16:13:23.000","2023-10-14 17:14:54.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10567,"sub_1NqLHRCpjOdJI4gTse0ackvT","2023-09-14",,"2023-10-14 16:32:49.000","2023-11-14 16:32:49.000","2023-10-14 16:43:14.000","2023-10-14 17:48:10.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10570,"sub_1NqM4PCpjOdJI4gTMuCZCfNS","2023-09-14",,"2023-10-14 17:23:25.000","2023-11-14 17:23:25.000","2023-10-14 17:23:32.000","2023-10-14 18:27:57.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10580,"sub_1NqKrLCpjOdJI4gT1D4rK0PW","2023-09-14",,"2023-10-14 16:05:51.000","2023-11-14 16:05:51.000","2023-10-14 16:10:17.000","2023-10-17 17:18:05.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10264,"sub_1NqFJKCpjOdJI4gTjc43WEkd","2023-09-14",,"2023-10-14 10:10:22.000","2023-11-14 10:10:22.000","2023-10-14 10:14:19.000","2023-10-14 11:24:35.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,,,
10679,"sub_1NqbsoCpjOdJI4gTqECy808B","2023-09-15",,"2023-10-15 10:16:30.000","2023-11-15 10:16:30.000","2023-10-15 10:20:37.000","2023-10-15 11:24:13.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10185,"sub_1NqiDoCpjOdJI4gT3vgxWNqy","2023-09-15",,"2023-10-15 17:02:36.000","2023-11-15 17:02:36.000","2023-10-15 17:37:01.000","2023-10-15 18:46:02.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10358,"sub_1NqeJPCpjOdJI4gTddvsJNzn","2023-09-15","2023-10-18","2023-10-15 12:52:07.000","2023-11-15 12:52:07.000","2023-10-15 13:01:28.000",,,,"1","Cartão de Crédito","mastercard",89.9,,,,
9259,"sub_1Nqdo0CpjOdJI4gT0YfXRZm1","2023-09-15",,"2023-10-15 12:19:40.000","2023-11-15 12:19:40.000","2023-10-15 12:30:22.000","2023-09-15 12:20:31.000","complete","past_due","1","Cartão de Crédito","mastercard",89.9,,,,
10602,"sub_1NqiWcCpjOdJI4gTKDdYNIN2","2023-09-15",,"2023-10-15 17:22:02.000","2023-11-15 17:22:02.000","2023-10-15 18:01:27.000","2023-10-15 19:10:29.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10319,"sub_1Nqj7CCpjOdJI4gTCKycn46E","2023-09-15",,"2023-10-15 17:59:50.000","2023-11-15 17:59:50.000","2023-10-15 18:01:36.000","2023-09-15 17:59:52.000","complete","past_due","1","Cartão de Crédito","mastercard",89.9,,,,
9940,"sub_1NqcOJCpjOdJI4gTxoRWE20N","2023-09-15",,"2023-09-15 10:49:03.000","2024-03-15 10:49:03.000","2023-09-15 10:49:03.000","2023-09-15 11:34:59.000","complete","active","6","Boleto",,335.58,,"CAPIM30","oUu4Feil",
10727,"sub_1NqxS9CpjOdJI4gT0dQnk7Cv","2023-09-16",,"2023-10-16 09:18:25.000","2023-11-16 09:18:25.000","2023-10-16 09:23:00.000","2023-10-16 19:46:30.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10454,"sub_1Nqx21CpjOdJI4gTwIpjzbEF","2023-09-16",,"2023-10-16 08:51:25.000","2023-11-16 08:51:25.000","2023-10-16 08:55:58.000","2023-10-16 09:59:26.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10449,"sub_1NqxWlCpjOdJI4gTwqtewXND","2023-09-16",,"2023-10-16 09:23:11.000","2023-11-16 09:23:11.000","2023-10-16 09:26:29.000","2023-09-16 09:23:13.000","complete","past_due","1","Cartão de Crédito","mastercard",89.9,,,,
10455,"sub_1NqydRCpjOdJI4gTCibRmhlQ","2023-09-16",,"2023-09-16 10:34:09.000","2024-09-16 10:34:09.000","2023-09-16 10:34:09.000","2023-09-16 10:34:12.000","complete","active","12","Cartão de Crédito","visa",838.8,,,,
10469,"sub_1NrVsaCpjOdJI4gTxpO3qNuC","2023-09-17",,"2023-10-17 22:04:00.000","2023-11-17 22:04:00.000","2023-10-17 22:08:21.000","2023-09-17 22:04:03.000","complete","past_due","1","Cartão de Crédito","mastercard",89.9,,,,
10289,"sub_1NrWxzCpjOdJI4gTv3im58sY","2023-09-17",,"2023-10-17 23:13:39.000","2023-11-17 23:13:39.000","2023-10-17 23:14:44.000","2023-10-18 00:19:24.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10776,"sub_1NrVUMCpjOdJI4gT3JzCyGUy","2023-09-17",,"2023-09-17 21:38:58.000","2024-09-17 21:38:58.000","2023-09-17 21:38:58.000","2023-09-17 21:39:00.000","complete","active","12","Cartão de Crédito","visa",838.8,,,,
10825,"sub_1Nrnh2CpjOdJI4gT1c35LYb2","2023-09-18",,"2023-10-18 17:05:16.000","2023-11-18 17:05:16.000","2023-10-18 17:23:07.000","2023-10-18 18:31:22.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10711,"sub_1NrgdfCpjOdJI4gTlidmZkWY","2023-09-18",,"2023-10-18 09:33:19.000","2023-11-18 09:33:19.000","2023-10-18 09:37:21.000","2023-10-18 10:38:03.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10808,"sub_1Nrl9UCpjOdJI4gT37Z6rcZe","2023-09-18",,"2023-10-18 14:22:28.000","2023-11-18 14:22:28.000","2023-10-18 14:31:28.000","2023-10-18 15:33:10.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10647,"sub_1NrhzFCpjOdJI4gThzgBYx78","2023-09-18",,"2023-09-18 10:59:41.000","2024-03-18 10:59:41.000","2023-09-18 10:59:41.000","2023-09-18 14:42:45.000","complete","active","6","Boleto",,479.4,,,,
10424,"sub_1Nrl0zCpjOdJI4gThMGMTjve","2023-09-18",,"2023-09-18 14:13:41.000","2024-03-18 14:13:41.000","2023-09-18 14:13:41.000","2023-09-18 14:51:06.000","open","active","6","Boleto",,479.4,,,,
10516,"sub_1Nri96CpjOdJI4gTc0SnWdxG","2023-09-18",,"2023-10-18 11:09:52.000","2023-11-18 11:09:52.000","2023-10-18 11:11:47.000","2023-10-18 12:12:39.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10606,"sub_1NrldKCpjOdJI4gTlqAk2u7U","2023-09-18",,"2023-10-18 14:53:18.000","2023-11-18 14:53:18.000","2023-10-18 15:01:34.000","2023-10-18 16:07:12.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10432,"sub_1NrlPxCpjOdJI4gT4cC8j7vE","2023-09-18",,"2023-10-18 14:39:29.000","2023-11-18 14:39:29.000","2023-10-18 14:44:04.000","2023-09-18 14:39:32.000","complete","past_due","1","Cartão de Crédito","mastercard",89.9,,,,
10164,"sub_1NrnYsCpjOdJI4gTvcBCxOHh","2023-09-18",,"2023-10-18 16:56:50.000","2023-11-18 16:56:50.000","2023-10-18 17:05:00.000","2023-10-18 18:06:47.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10654,"sub_1Ns7uWCpjOdJI4gTTpi9K5qj","2023-09-19",,"2023-10-19 14:40:32.000","2023-11-19 14:40:32.000","2023-10-19 14:45:10.000","2023-10-19 15:48:30.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10702,"sub_1Ns7DfCpjOdJI4gTBb0n1Oub","2023-09-19",,"2023-10-19 13:56:15.000","2023-11-19 13:56:15.000","2023-10-19 14:17:48.000","2023-10-19 15:24:06.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10888,"sub_1NsTvhCpjOdJI4gTeBYavLCX","2023-09-20",,"2023-09-20 14:11:13.000","2024-03-20 14:11:13.000","2023-09-20 14:11:13.000","2023-09-20 15:11:40.000","complete","active","6","Boleto",,479.4,,,,
10645,"sub_1NsUKvCpjOdJI4gTgd11ByZk","2023-09-20",,"2023-09-20 14:37:17.000","2024-09-20 14:37:17.000","2023-09-20 14:37:17.000","2023-09-20 14:37:19.000","complete","active","12","Cartão de Crédito","mastercard",587.16,,"CAPIM30","oUu4Feil",
10878,"sub_1NsbJ1CpjOdJI4gT5cb3Otkn","2023-09-20",,"2023-09-20 22:03:47.000","2024-09-20 22:03:47.000","2023-09-20 22:03:47.000","2023-09-20 22:03:49.000","complete","active","12","Cartão de Crédito","visa",587.16,,"ANUAL30","YqXjKdhe",
9442,"sub_1NsWWxCpjOdJI4gTtSXgTNSM","2023-09-20",,"2023-09-20 16:57:51.000","2023-10-20 16:57:51.000","2023-09-20 16:57:51.000","2023-09-26 14:12:57.000","open","active","1","Cartão de Crédito","visa",89.9,,,,
10222,"sub_1NscGFCpjOdJI4gT2pVC6eaz","2023-09-20",,"2023-09-20 23:04:59.000","2023-10-20 23:04:59.000","2023-09-20 23:04:59.000","2023-09-20 23:05:00.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10608,"sub_1NsUqJCpjOdJI4gTq68OeTUh","2023-09-20",,"2023-09-20 15:09:43.000","2023-10-20 15:09:43.000","2023-09-20 15:09:43.000","2023-09-20 15:09:46.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10661,"sub_1NsVBFCpjOdJI4gTb4A4hfTD","2023-09-20",,"2023-09-20 15:31:21.000","2024-03-20 15:31:21.000","2023-09-20 15:31:21.000","2023-09-20 15:31:24.000","complete","active","6","Cartão de Crédito","mastercard",383.52,,"SEMESTRAL20","TyuEUep5",
10830,"sub_1NsSsUCpjOdJI4gTU8f66PgW","2023-09-20",,"2023-09-20 13:03:50.000","2023-10-20 13:03:50.000","2023-09-20 13:03:50.000","2023-09-20 13:04:29.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10828,"sub_1NsQSMCpjOdJI4gTw5HiqkJB","2023-09-20",,"2023-09-20 10:28:42.000","2023-10-20 10:28:42.000","2023-09-20 10:28:42.000","2023-09-20 10:28:44.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10610,"sub_1NsT4bCpjOdJI4gTgsbFpCGw","2023-09-20",,"2023-09-20 13:16:21.000","2023-10-20 13:16:21.000","2023-09-20 13:16:21.000","2023-09-20 13:16:23.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9452,"sub_1Nsq8GCpjOdJI4gTwK7gWo0o","2023-09-21",,"2023-09-21 13:53:39.000","2024-09-21 13:53:39.000","2023-09-21 13:53:40.000","2023-09-21 13:53:42.000","complete","active","12","Cartão de Crédito","visa",419.4,,"PREP50","dV87G5C6",
10971,"sub_1NsypHCpjOdJI4gTipqtyVSM","2023-09-21",,"2023-09-21 23:10:39.000","2023-10-21 23:10:39.000","2023-09-21 23:10:39.000","2023-09-21 23:26:29.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10964,"sub_1Nsw8QCpjOdJI4gTFenQLbct","2023-09-21",,"2023-09-21 20:18:14.000","2024-09-21 20:18:14.000","2023-09-21 20:18:14.000","2023-09-21 20:18:16.000","complete","active","12","Cartão de Crédito","mastercard",419.4,,"PREP50","dV87G5C6",
10943,"sub_1NsqccCpjOdJI4gT9nQdk2gz","2023-09-21",,"2023-09-21 14:25:02.000","2023-10-21 14:25:02.000","2023-09-21 14:25:02.000","2023-09-21 14:25:05.000","complete","active","1","Cartão de Crédito","mastercard",44.95,,"capim50","5qATQ0hq",
10962,"sub_1Nsvh7CpjOdJI4gTdwMs0mdv","2023-09-21","2023-10-19","2023-09-21 19:50:01.000","2024-09-21 19:50:01.000","2023-09-21 19:50:01.000",,"complete","canceled","12","Cartão de Crédito","visa",838.8,,,,
10982,"sub_1NtBxRCpjOdJI4gTIiliCApp","2023-09-22",,"2023-09-22 13:11:57.000","2023-10-22 13:11:57.000","2023-09-22 13:11:57.000","2023-09-22 13:12:00.000","complete","active","1","Cartão de Crédito","mastercard",71.92,,"PREP20","cZ1wGhN0",
10300,"sub_1NtBeDCpjOdJI4gTmYyeQQns","2023-09-22",,"2023-09-22 12:52:05.000","2023-10-22 12:52:05.000","2023-09-22 12:52:05.000","2023-09-22 12:56:10.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10958,"sub_1NtEklCpjOdJI4gTFOXQy7sn","2023-09-22",,"2023-09-22 16:11:03.000","2024-03-22 16:11:03.000","2023-09-22 16:11:04.000","2023-09-22 17:05:15.000","complete","active","6","Boleto",,383.52,,"SEMESTRAL20","TyuEUep5",
10876,"sub_1NtEvgCpjOdJI4gTS1NbotiR","2023-09-22",,"2023-09-22 16:22:20.000","2023-10-22 16:22:20.000","2023-09-22 16:22:20.000","2023-09-22 16:22:22.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10110,"sub_1NtDtsCpjOdJI4gTLuds2O3U","2023-09-22",,"2023-09-22 15:16:24.000","2024-03-22 15:16:24.000","2023-09-22 15:16:24.000","2023-09-27 18:42:12.000","complete","active","6","Boleto",,479.4,,,,
9959,"sub_1Nt87WCpjOdJI4gTO9KaPSn3","2023-09-22",,"2023-09-22 09:06:06.000","2023-10-22 09:06:06.000","2023-09-22 09:06:06.000","2023-09-22 09:06:08.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10978,"sub_1NtdsjCpjOdJI4gTFiB7GlLk","2023-09-23",,"2023-09-23 19:00:57.000","2023-10-23 19:00:57.000","2023-09-23 19:00:57.000","2023-09-23 19:00:59.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10769,"sub_1NtdkJCpjOdJI4gTjvxf09pH","2023-09-23",,"2023-09-23 18:52:15.000","2023-10-23 18:52:15.000","2023-09-23 18:52:15.000","2023-09-23 18:52:18.000","complete","active","1","Cartão de Crédito","visa",62.93,,"CAPIM30","oUu4Feil",
10576,"sub_1NtV47CpjOdJI4gT59CvuujF","2023-09-23",,"2023-09-23 09:36:07.000","2023-10-23 09:36:07.000","2023-09-23 09:36:07.000","2023-09-23 09:36:09.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10220,"sub_1NuJ7oCpjOdJI4gTrAFx40g4","2023-09-25",,"2023-09-25 15:03:16.000","2024-03-25 15:03:16.000","2023-09-25 15:03:16.000","2023-09-25 15:44:19.000","complete","active","6","Boleto",,383.52,,"SEMESTRAL20","TyuEUep5",
11011,"sub_1NuHdgCpjOdJI4gTRh5JSMOM","2023-09-25",,"2023-09-25 13:28:04.000","2024-09-25 13:28:04.000","2023-09-25 13:28:04.000","2023-09-25 18:44:12.000","complete","active","12","Boleto",,419.4,,,"dV87G5C6",
11065,"sub_1NuDCfCpjOdJI4gTaZ4o0x3C","2023-09-25",,"2023-09-25 08:43:53.000","2023-10-25 08:43:53.000","2023-09-25 08:43:53.000","2023-09-25 08:43:56.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10511,"sub_1NuEEdCpjOdJI4gTsPtMQ952","2023-09-25",,"2023-09-25 09:49:59.000","2023-10-25 09:49:59.000","2023-09-25 09:49:59.000","2023-09-25 09:50:02.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,,,
10549,"sub_1NuEktCpjOdJI4gTeEu3Ge0I","2023-09-25",,"2023-09-25 10:23:19.000","2023-10-25 10:23:19.000","2023-09-25 10:23:19.000","2023-09-25 10:23:33.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,"CAPIM30","oUu4Feil",
10513,"sub_1NuNbyCpjOdJI4gTAnnNa29O","2023-09-25","2023-10-25","2023-09-25 19:50:41.000","2023-10-25 19:50:41.000","2023-09-25 19:50:42.000","2023-09-25 19:55:56.000","complete","active","1","Cartão de Crédito","visa",62.93,,,,
10797,"sub_1NuKFoCpjOdJI4gTNP0EK8vV","2023-09-25",,"2023-09-25 16:15:36.000","2023-10-25 16:15:36.000","2023-09-25 16:15:36.000","2023-09-25 16:15:38.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10824,"sub_1NuLrPCpjOdJI4gTueNsfRSw","2023-09-25",,"2023-09-25 17:58:31.000","2023-10-25 17:58:31.000","2023-09-25 17:58:31.000","2023-09-25 17:58:34.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10946,"sub_1NuNbwCpjOdJI4gTNf8CX5FR","2023-09-25",,"2023-09-25 19:50:40.000","2023-10-25 19:50:40.000","2023-09-25 19:50:40.000","2023-09-25 19:50:43.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
10293,"sub_1NuInCCpjOdJI4gTfXlyb9MH","2023-09-25",,"2023-09-25 14:41:58.000","2023-10-25 14:41:58.000","2023-09-25 14:41:58.000","2023-09-25 14:42:00.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10856,"sub_1NuDSCCpjOdJI4gTrJUZvQH3","2023-09-25",,"2023-09-25 08:59:56.000","2023-10-25 08:59:56.000","2023-09-25 08:59:57.000","2023-09-25 08:59:59.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9420,"sub_1NuFcgCpjOdJI4gTpdP0lq6g","2023-09-25",,"2023-09-25 11:18:54.000","2024-03-25 11:18:54.000","2023-09-25 11:18:54.000","2023-09-25 11:18:57.000","complete","active","6","Cartão de Crédito","mastercard",335.58,,"ANUAL30","YqXjKdhe",
10723,"sub_1Nue06CpjOdJI4gTQHCVP7VU","2023-09-26",,"2023-09-26 13:20:42.000","2023-10-26 13:20:42.000","2023-09-26 13:20:42.000","2023-09-26 13:20:44.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
11005,"sub_1NulD0CpjOdJI4gTktmbGxKE","2023-09-26",,"2023-09-26 21:02:30.000","2023-10-26 21:02:30.000","2023-09-26 21:02:30.000","2023-09-26 21:02:33.000","open","active","1","Cartão de Crédito","mastercard",89.9,,,,
11020,"sub_1NudEaCpjOdJI4gTNzbtpTQo","2023-09-26",,"2023-09-26 12:31:36.000","2024-09-26 12:31:36.000","2023-09-26 12:31:36.000","2023-09-26 16:01:13.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
10724,"sub_1NujAkCpjOdJI4gTpcVRGVzt","2023-09-26",,"2023-09-26 18:52:02.000","2024-09-26 18:52:02.000","2023-09-26 18:52:02.000","2023-09-26 18:52:04.000","complete","active","12","Cartão de Crédito","mastercard",587.16,,"ANUAL30","YqXjKdhe",
10915,"sub_1NuaZACpjOdJI4gT4HMEGvbb","2023-09-26","2023-10-26","2023-09-26 09:40:40.000","2023-10-26 09:40:40.000","2023-09-26 09:40:40.000","2023-09-26 09:40:42.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,,,
10150,"sub_1NujUSCpjOdJI4gTBFbomS8B","2023-09-26",,"2023-09-26 19:12:24.000","2024-09-26 19:12:24.000","2023-09-26 19:12:24.000","2023-09-27 04:24:06.000","complete","active","12","Boleto",,587.16,,"ANUAL30","YqXjKdhe",
10107,"sub_1NucC4CpjOdJI4gT23SdUy8Z","2023-09-26",,"2023-09-26 11:24:56.000","2024-03-26 11:24:56.000","2023-09-26 11:24:56.000","2023-09-27 18:42:12.000","complete","active","6","Boleto",,479.4,,,,
9831,"sub_1NubjHCpjOdJI4gT6TR8rAlK","2023-09-26",,"2023-09-26 10:55:11.000","2024-09-26 10:55:11.000","2023-09-26 10:55:11.000","2023-09-26 10:55:23.000","complete","active","12","Cartão de Crédito","mastercard",838.8,,,,
10014,"sub_1Nuey3CpjOdJI4gTQbGreqy3","2023-09-26",,"2023-09-26 14:22:39.000","2024-03-26 14:22:39.000","2023-09-26 14:22:39.000","2023-09-27 18:42:12.000","complete","active","6","Boleto",,479.4,,,,
11099,"sub_1NuyhJCpjOdJI4gTOfmNiqeT","2023-09-27","2024-09-27","2023-09-27 11:26:41.000","2024-09-27 11:26:41.000","2023-09-27 11:26:41.000",,"complete","active","12","Cartão de Crédito","mastercard",838.8,,,,
10259,"sub_1Nv2huCpjOdJI4gTd3CZyjHE","2023-09-27",,"2023-09-27 15:43:34.000","2023-10-27 15:43:34.000","2023-09-27 15:43:34.000","2023-09-27 15:43:37.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
11148,"sub_1NuvF2CpjOdJI4gTb3aIX4TV","2023-09-27",,"2023-09-27 07:45:16.000","2024-09-27 07:45:16.000","2023-09-27 07:45:16.000","2023-09-27 09:02:25.000","complete","active","12","Boleto",,838.8,,,,
10641,"sub_1NuwCKCpjOdJI4gTJX0SjRMl","2023-09-27",,"2023-09-27 08:46:32.000","2023-10-27 08:46:32.000","2023-09-27 08:46:32.000","2023-09-27 08:46:34.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10037,"sub_1Nv6V2CpjOdJI4gT7pyDVCuI","2023-09-27",,"2023-09-27 19:46:32.000","2024-09-27 19:46:32.000","2023-09-27 19:46:32.000","2023-09-28 04:13:39.000","complete","active","12","Boleto",,838.8,,,,
10889,"sub_1NuxgSCpjOdJI4gTyw9WSDoF","2023-09-27",,"2023-09-27 10:21:44.000","2024-09-27 10:21:44.000","2023-09-27 10:21:44.000","2023-09-27 11:21:14.000","complete","active","12","Cartão de Crédito","mastercard",838.8,,,,
11195,"sub_1Nv3y9CpjOdJI4gTky0in75L","2023-09-27",,"2023-09-27 17:04:25.000","2024-03-27 17:04:25.000","2023-09-27 17:04:25.000","2023-09-27 19:42:18.000","complete","active","6","Boleto",,383.52,,"SEMESTRAL20","TyuEUep5",
11172,"sub_1NuzRWCpjOdJI4gTgs1piTF3","2023-09-27",,"2023-09-27 12:14:26.000","2024-03-27 12:14:26.000","2023-09-27 12:14:26.000","2023-09-27 13:42:57.000","complete","active","6","Boleto",,383.52,,"SEMESTRAL20","TyuEUep5",
9946,"sub_1Nv47ACpjOdJI4gT1dFcJz9W","2023-09-27",,"2023-09-27 17:13:44.000","2024-09-27 17:13:44.000","2023-09-27 17:13:44.000","2023-09-27 17:14:04.000","complete","active","12","Cartão de Crédito","mastercard",587.16,,,,
10315,"sub_1Nv2erCpjOdJI4gTYkeOcKIM","2023-09-27",,"2023-09-27 15:40:25.000","2023-10-27 15:40:25.000","2023-09-27 15:40:25.000","2023-09-27 15:40:28.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,"CAPIM30","oUu4Feil",
9849,"sub_1Nv1mUCpjOdJI4gT74NNQ99s","2023-09-27",,"2023-09-27 14:44:14.000","2024-03-27 14:44:14.000","2023-09-27 14:44:14.000","2023-10-02 18:13:11.000","complete","active","6","Boleto",,479.4,,,,
10149,"sub_1Nv4SgCpjOdJI4gTZUEtrZuN","2023-09-27","2023-10-27","2023-09-27 17:35:58.000","2023-10-27 17:35:58.000","2023-09-27 17:35:58.000","2023-09-27 17:36:00.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9948,"sub_1Nv3NHCpjOdJI4gT8Fp8v9oG","2023-09-27",,"2023-09-27 16:26:19.000","2023-10-27 16:26:19.000","2023-09-27 16:26:19.000","2023-09-27 16:26:21.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
9675,"sub_1Nv1hhCpjOdJI4gThzaLI2aP","2023-09-27",,"2023-09-27 14:39:17.000","2024-03-27 14:39:17.000","2023-09-27 14:39:17.000","2023-10-02 18:13:12.000","complete","active","6","Boleto",,479.4,,,,
10700,"sub_1NuwnfCpjOdJI4gTeQaVwKe6","2023-09-27",,"2023-09-27 09:25:07.000","2023-10-27 09:25:07.000","2023-09-27 09:25:07.000","2023-09-27 09:25:09.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10159,"sub_1Nv0TWCpjOdJI4gT1CPUVNbi","2023-09-27",,"2023-09-27 13:20:34.000","2023-10-27 13:20:34.000","2023-09-27 13:20:34.000","2023-09-27 13:20:36.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
10664,"sub_1Nv6fNCpjOdJI4gT3dsqngoD","2023-09-27",,"2023-09-27 19:57:13.000","2023-10-27 19:57:13.000","2023-09-27 19:57:13.000","2023-09-27 19:57:16.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
11161,"sub_1NuxX1CpjOdJI4gTxqa0FzKf","2023-09-27",,"2023-09-27 10:11:59.000","2024-09-27 10:11:59.000","2023-09-27 10:11:59.000","2023-09-27 10:12:12.000","complete","active","12","Cartão de Crédito","visa",838.8,,,,
11155,"sub_1NvJNDCpjOdJI4gT5vOWExb0","2023-09-28",,"2023-09-28 09:31:19.000","2024-09-28 09:31:19.000","2023-09-28 09:31:19.000","2023-09-28 09:31:21.000","complete","active","12","Cartão de Crédito","visa",419.4,,"PREP50","dV87G5C6",
11162,"sub_1NvLWlCpjOdJI4gTP5E9VglI","2023-09-28",,"2023-09-28 11:49:18.000","2023-10-28 11:49:18.000","2023-09-28 11:49:19.000","2023-09-28 11:49:21.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
11245,"sub_1NvVsPCpjOdJI4gTuvt7sCpN","2023-09-28",,"2023-09-28 22:52:21.000","2023-10-28 22:52:21.000","2023-09-28 22:52:21.000","2023-09-28 22:52:24.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
11238,"sub_1NvQrYCpjOdJI4gTjuX34tqO","2023-09-28",,"2023-09-28 17:31:08.000","2023-10-28 17:31:08.000","2023-09-28 17:31:08.000","2023-09-28 17:31:11.000","complete","active","1","Cartão de Crédito","mastercard",89.9,,,,
9412,"sub_1NvJ7aCpjOdJI4gT9q2S0Ix7","2023-09-28",,"2023-09-28 09:15:10.000","2023-10-28 09:15:10.000","2023-09-28 09:15:10.000","2023-09-28 11:28:35.000","complete","active","1","Cartão de Crédito","mastercard",44.95,,"capim50","5qATQ0hq",
9464,"sub_1NvPydCpjOdJI4gTUD300nvn","2023-09-28",,"2023-09-28 16:34:23.000","2023-10-28 16:34:23.000","2023-09-28 16:34:23.000","2023-09-28 16:34:26.000","complete","active","1","Cartão de Crédito","mastercard",62.93,,,,
11024,"sub_1NvJYfCpjOdJI4gTs4wSDlrV","2023-09-28",,"2023-09-28 09:43:08.000","2023-10-28 09:43:08.000","2023-09-28 09:43:09.000","2023-09-28 09:43:11.000","complete","active","1","Cartão de Crédito","visa",89.9,,,,
