"CLINIC_ID","CLINIC_CREATED_AT","BUSINESS_SEGMENTATION","IS_CHAIN_CLINIC","FIRST_USER_HUBSPOT_SOURCE","INTEREST_REASONS","INTEREST_CATEGORY_SIGNUP","HAS_INTEREST_BNPL","HAS_INTEREST_BNPL_ONLY","HAS_INTEREST_SAAS","TRIAL_DURATION","TRIAL_START_DATE","TRIAL_END_DATE","TRIAL_START_HOUR","TRIAL_START_HOUR_CATEGORY","TRIAL_START_DAY_OF_WEEK","TRIAL_START_DAY_OF_WEEK_CATEGORY","HAS_USER_CREATED","MARKETING_ATTRIBUITION","MARKETING_ATTRIBUITION_CHANNEL_GROUP","MARKETING_ATTRIBUITION_CAMPAIGN","MARKETING_ATTRIBUITION_CAMPAIGN_PRODUCT","MARKETING_ATTRIBUITION_AD_GROUP","IS_PAID_MEDIUM","HAS_ASKED_FOR_ACCREDITATION","HAS_STARTED_ACCREDITATION_AND_NOT_FINISHED","IS_ACCREDITATION_APPROVED","IS_ACCREDITATION_REPROVED","CLINIC_ACCREDITATION_STATUS","REQUEST_FINISHED_AT","ACCREDITATION_REQUESTED_AT","ACCREDITATION_APPROVED_AT","ACCREDITATION_REJECTED_AT"
"8993","2023-08-01 06:25:16.121","Independente",false,"Inbound","[""bnpl"", ""finance_management"", ""patients_management"", ""calendar""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","6","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","interesses-validados",true,false,false,false,false,,,,,
"8994","2023-08-01 06:58:36.251","Independente",false,"Inbound","[""finance_management"", ""patients_management"", ""calendar"", ""bnpl""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","6","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","interesses-validados",true,false,false,false,false,,,,,
"8995","2023-08-01 06:59:23.156","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","6","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","interesses-validados",true,false,false,false,false,,,,,
"8996","2023-08-01 08:03:38.557","Independente",false,"Inbound","[""calendar"", ""bnpl"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","8","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","interesses-validados",true,false,false,false,false,,,,,
"8997","2023-08-01 08:34:33.894","Independente",false,"Inbound","[""patients_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","8","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"8998","2023-08-01 09:17:45.463","Independente",false,"Inbound","[""calendar"", ""patients_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","9","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"8999","2023-08-01 09:30:26.877","Independente",false,"Inbound","[""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","9","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"9000","2023-08-01 09:58:01.877","Independente",false,"Inbound","[""bnpl"", ""finance_management"", ""calendar"", ""patients_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-01","9","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,false,true,false,false,"Incompleta",,,,
"9001","2023-08-01 10:05:45.474","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","10","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,true,false,false,"Incompleta",,,,
"9002","2023-08-01 10:14:27.755","Independente",false,"Inbound","[""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","10","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"9003","2023-08-01 10:18:53.881","Independente",false,"Inbound","[""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","10","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"9004","2023-08-01 10:47:03.003","Independente",false,"Inbound","[""bnpl"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","10","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,true,false,true,false,"Concluído","2023-08-02 12:49:55.075","2023-08-02 12:49:55.076","2023-08-02 18:08:19.199",
"9005","2023-08-01 11:38:42.324","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","11","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,true,false,false,"Incompleta",,,,
"9006","2023-08-01 11:45:21.647","Independente",false,"Inbound","[""finance_management"", ""bnpl"", ""calendar"", ""patients_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","11","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","lal-all-1",true,false,false,false,false,,,,,
"9007","2023-08-01 12:11:45.371","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","12","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","interesses-validados",true,false,false,false,false,,,,,
"9008","2023-08-01 12:14:03.809","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","12","Business Hours","2","Weekday",true,"Site - pediu ajuda","Other - known",,"None",,false,true,false,false,true,"Reprovado","2023-08-01 14:29:48.969","2023-08-01 14:29:48.970",,"2023-08-01 16:17:02.811"
"9009","2023-08-01 12:22:56.222","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","12","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","lal-all-1",true,false,false,false,false,,,,,
"9010","2023-08-01 12:32:49.476","Independente",false,"Inbound","[""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","12","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"9011","2023-08-01 13:01:05.019","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"71","2023-08-01","2023-10-11","13","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl","BNPL","base-fria-55k-1",true,true,false,true,false,"Concluído","2023-09-22 11:55:26.707","2023-09-22 11:55:26.707","2023-09-22 13:45:28.857",
"9012","2023-08-01 13:05:57.075","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","13","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,false,false,false,false,,,,,
"9013","2023-08-01 13:23:37.458","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","13","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","interesses-validados",true,false,false,false,false,,,,,
"9014","2023-08-01 13:26:14.794","Independente",false,"Inbound","[""patients_management"", ""calendar"", ""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","13","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"9015","2023-08-01 13:40:44.378","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","13","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9016","2023-08-01 14:11:02.218","Independente",false,"Inbound","[""patients_management"", ""finance_management"", ""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","14","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"9017","2023-08-01 14:33:49.932","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,false,true,"7","2023-08-01","2023-08-08","14","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,true,false,true,false,"Concluído","2023-08-06 16:05:17.864","2023-08-06 16:05:17.865","2023-08-09 11:04:42.089",
"9018","2023-08-01 14:48:24.085","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","14","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","base-fria-55k-1",true,false,false,false,false,,,,,
"9019","2023-08-01 14:50:04.509","Rede Homologada",true,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","14","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9020","2023-08-01 15:18:05.208","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","15","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","lal-all-1",true,false,false,false,false,,,,,
"9021","2023-08-01 15:31:53.755","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","15","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,false,true,false,false,"Incompleta",,,,
"9022","2023-08-01 15:54:31.295","Independente",false,"Inbound","[""calendar"", ""patients_management"", ""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","15","Business Hours","2","Weekday",true,"Organic - search","Organic",,"None",,false,false,false,false,false,,,,,
"9023","2023-08-01 16:09:08.272","Independente",false,"Inbound","[""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","16","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"9024","2023-08-01 16:39:36.577","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""finance_management"", ""patients_management""]","BNPL e SaaS",true,false,true,"24","2023-08-01","2023-08-25","16","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,true,false,true,false,"Concluído","2023-08-23 10:04:44.717","2023-08-23 10:04:44.718","2023-08-24 12:04:38.613",
"9025","2023-08-01 16:43:00.918","Independente",false,"Inbound","[""patients_management"", ""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-06","16","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,false,true,false,false,"Incompleta",,,,
"9026","2023-08-01 16:44:38.740","Independente",false,"Redes","[""bnpl""]","Apenas BNPL",true,true,false,"14","2023-08-01","2023-08-15","16","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,true,false,true,false,"Concluído","2023-08-09 22:02:26.443","2023-08-09 22:02:26.444","2023-08-09 22:35:31.452",
"9027","2023-08-01 16:51:06.108","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-03","16","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,true,false,true,false,"Concluído","2023-08-03 13:13:26.128","2023-08-03 13:13:26.129","2023-08-03 19:33:47.712",
"9028","2023-08-01 17:14:13.652","Independente - Legado",false,"Redes",,"Desconhecido",false,false,false,"7","2023-08-01","2023-08-08","17","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,true,false,true,false,"Concluído","2023-08-01 15:41:53.632","2023-08-01 15:41:53.632","2023-08-01 17:14:17.502",
"9029","2023-08-01 17:18:45.605","Rede Homologada",true,"Redes",,"Desconhecido",false,false,false,"7","2023-08-01","2023-08-08","17","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,true,false,true,false,"Concluído","2023-08-01 15:45:40.194","2023-08-01 15:45:40.194","2023-08-01 17:18:57.775",
"9030","2023-08-01 17:27:13.291","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"22","2023-08-01","2023-08-23","17","Business Hours","2","Weekday",true,"Site - pediu ajuda","Other - known",,"None",,false,false,false,false,false,,,,,
"9031","2023-08-01 17:38:33.490","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-04","17","Business Hours","2","Weekday",true,"Indicação - interna","Other - known",,"None",,false,true,false,true,false,"Concluído","2023-08-04 09:30:18.155","2023-08-04 09:30:18.156","2023-08-04 12:26:46.620",
"9032","2023-08-01 18:08:34.391","Independente",false,"Inbound","[""calendar"", ""patients_management"", ""finance_management"", ""bnpl""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-02","18","Business Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"9033","2023-08-01 18:08:41.886","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","18","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,true,false,true,false,"Concluído","2023-08-01 19:06:45.716","2023-08-01 19:06:45.717","2023-08-02 17:16:45.428",
"9034","2023-08-01 18:17:10.615","Independente",false,"Inbound","[""patients_management"", ""calendar"", ""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","18","Business Hours","2","Weekday",true,"Other","Other",,"None",,false,false,true,false,false,"Incompleta",,,,
"9035","2023-08-01 18:50:39.003","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","18","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","interesses-validados",true,false,false,false,false,,,,,
"9036","2023-08-01 18:59:25.450","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"51","2023-08-01","2023-09-21","18","Business Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","interesses-validados",true,false,true,false,false,"Incompleta",,,,
"9037","2023-08-01 19:24:46.594","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","19","After Hours","2","Weekday",true,"Other","Other",,"None",,false,false,true,false,false,"Incompleta",,,,
"9038","2023-08-01 19:27:19.077","Independente",false,"Inbound","[""bnpl"", ""finance_management"", ""patients_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","19","After Hours","2","Weekday",true,"Organic - referral","Organic",,"None",,false,false,false,false,false,,,,,
"9040","2023-08-01 19:34:29.843","Independente",false,"Inbound","[""patients_management"", ""finance_management"", ""calendar"", ""bnpl""]","BNPL e SaaS",true,false,true,"66","2023-08-01","2023-10-06","19","After Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,false,false,false,false,,,,,
"9041","2023-08-01 19:34:39.137","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","19","After Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,true,false,true,false,"Concluído","2023-08-02 14:13:09.025","2023-08-02 14:13:09.026","2023-08-03 18:19:22.507",
"9042","2023-08-01 19:38:07.625","Independente",false,"Inbound","[""calendar"", ""finance_management"", ""patients_management"", ""bnpl""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","19","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","lal-all-1",true,false,false,false,false,,,,,
"9043","2023-08-01 19:45:59.459","Independente",false,"Inbound","[""finance_management"", ""patients_management"", ""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","19","After Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"9044","2023-08-01 20:10:29.611","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","20","After Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,false,true,false,false,"Incompleta",,,,
"9045","2023-08-01 20:14:08.964","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","20","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"9046","2023-08-01 20:55:26.110","Independente",false,"Inbound","[""bnpl"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","20","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl","BNPL","interesses-validados",true,false,false,false,false,,,,,
"9047","2023-08-01 20:59:21.880","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","20","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,true,false,false,"Incompleta",,,,
"9048","2023-08-01 21:30:39.953","Independente",false,"Inbound","[""finance_management"", ""bnpl"", ""calendar"", ""patients_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","21","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS",,true,false,false,false,false,,,,,
"9049","2023-08-01 21:33:37.399","Independente",false,"no_user",,"Desconhecido",false,false,false,"7","2023-08-01","2023-08-08","21","After Hours","2","Weekday",false,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9050","2023-08-01 21:34:20.662","Independente",false,"no_user",,"Desconhecido",false,false,false,"7","2023-08-01","2023-08-08","21","After Hours","2","Weekday",false,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9051","2023-08-01 21:34:24.283","Independente",false,"Inbound","[""patients_management"", ""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","21","After Hours","2","Weekday",true,"Other","Other",,"None",,false,true,false,true,false,"Concluído","2023-08-16 17:00:46.102","2023-08-16 17:00:46.103","2023-08-17 11:15:46.798",
"9052","2023-08-01 21:37:07.574","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","21","After Hours","2","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,false,true,false,false,"Incompleta",,,,
"9053","2023-08-01 21:53:30.125","Independente",false,"Inbound","[""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","21","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"9054","2023-08-01 22:01:33.012","Independente",false,"Inbound","[""patients_management""]","Apenas SaaS",false,false,true,"14","2023-08-01","2023-08-15","22","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS",,true,false,false,false,false,,,,,
"9055","2023-08-01 22:41:06.890","Independente",false,"Inbound","[""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-01","2023-08-08","22","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS",,true,false,false,false,false,,,,,
"9056","2023-08-01 22:48:59.034","Independente",false,"Inbound","[""patients_management"", ""calendar"", ""bnpl"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-01","2023-08-08","22","After Hours","2","Weekday",true,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9057","2023-08-01 23:00:13.185","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","23","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL",,true,true,false,false,true,"Reprovado","2023-09-26 10:51:02.504","2023-09-26 10:51:02.504",,"2023-09-26 11:28:49.498"
"9058","2023-08-01 23:08:46.071","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-01","2023-08-08","23","After Hours","2","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"9059","2023-08-02 00:16:32.602","Independente",false,"Inbound","[""patients_management"", ""calendar"", ""bnpl""]","BNPL e SaaS",true,false,true,"7","2023-08-02","2023-08-09","0","After Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_signup_agenda","SaaS","base-fria-55k-1",true,false,false,false,false,,,,,
"9060","2023-08-02 00:37:33.916","Independente",false,"Inbound","[""bnpl"", ""finance_management""]","BNPL e SaaS",true,false,true,"45","2023-08-02","2023-09-16","0","After Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl","BNPL","lal-all-1",true,true,false,false,true,"Reprovado","2023-09-13 15:47:40.242","2023-09-13 15:47:40.243",,"2023-09-13 16:08:08.600"
"9061","2023-08-02 01:02:08.352","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"15","2023-08-02","2023-08-17","1","After Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,true,false,false,"Incompleta",,,,
"9062","2023-08-02 02:54:14.603","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-02","2023-08-09","2","After Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","lal-all-1",true,false,false,false,false,,,,,
"9063","2023-08-02 04:23:22.045","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-02","2023-08-09","4","After Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl","BNPL","interesses-validados",true,false,false,false,false,,,,,
"9064","2023-08-02 04:37:00.412","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-02","2023-08-09","4","After Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,false,false,false,false,,,,,
"9065","2023-08-02 05:42:47.253","Independente",false,"Inbound","[""patients_management"", ""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-02","2023-08-09","5","After Hours","3","Weekday",true,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9066","2023-08-02 08:15:08.209","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-02","2023-08-09","8","After Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_fce_bnpl","BNPL","interesses-validados",true,false,false,false,false,,,,,
"9067","2023-08-02 08:24:29.905","Independente",false,"Inbound","[""bnpl"", ""patients_management"", ""calendar""]","BNPL e SaaS",true,false,true,"7","2023-08-02","2023-08-09","8","After Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl_Antiga","SaaS",,true,false,false,false,false,,,,,
"9068","2023-08-02 08:49:39.682","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-02","2023-08-09","8","After Hours","3","Weekday",true,"Other","Other",,"None",,false,true,false,false,true,"Reprovado","2023-09-13 09:39:24.669","2023-09-13 09:39:24.669",,"2023-09-14 10:49:29.263"
"9069","2023-08-02 09:26:29.577","Independente",false,"Redes","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-02","2023-08-09","9","Business Hours","3","Weekday",true,"Paid - meta","Paid - meta","meta_signup_bnpl","BNPL","base-fria-55k-1",true,false,false,false,false,,,,,
"9070","2023-08-02 09:33:42.416","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"13","2023-08-02","2023-08-15","9","Business Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,true,false,true,false,"Concluído","2023-08-02 12:16:35.853","2023-08-02 12:16:35.853","2023-08-03 17:56:28.935",
"9071","2023-08-02 09:34:39.871","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,true,false,"7","2023-08-02","2023-08-09","9","Business Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_saas_signup","SaaS",,true,true,false,true,false,"Concluído","2023-08-08 10:04:24.320","2023-08-08 10:04:24.320","2023-08-11 12:34:31.465",
"9072","2023-08-02 09:40:09.117","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-02","2023-08-03","9","Business Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_financiamento_signup","BNPL",,true,true,false,true,false,"Concluído","2023-08-02 11:02:09.498","2023-08-02 11:02:09.498","2023-08-03 10:10:08.307",
"9073","2023-08-02 09:55:58.871","Independente",false,"Inbound","[""finance_management""]","Apenas SaaS",false,false,true,"7","2023-08-02","2023-08-09","9","Business Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_financiamento_signup","BNPL",,true,false,false,false,false,,,,,
"9074","2023-08-02 10:08:35.024","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-02","2023-08-09","10","Business Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,true,false,true,false,"Concluído","2023-08-02 10:42:32.798","2023-08-02 10:42:32.798","2023-08-03 18:00:02.667",
"9075","2023-08-02 10:12:28.016","Independente",false,"Inbound","[""bnpl"", ""calendar"", ""patients_management"", ""finance_management""]","BNPL e SaaS",true,false,true,"7","2023-08-02","2023-08-09","10","Business Hours","3","Weekday",true,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9076","2023-08-02 10:25:51.311","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,false,true,"10","2023-08-02","2023-08-12","10","Business Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,true,false,true,false,"Concluído","2023-08-04 14:39:47.473","2023-08-04 14:39:47.475","2023-08-07 11:06:00.069",
"9077","2023-08-02 10:32:40.874","Independente",false,"Inbound","[""finance_management"", ""patients_management"", ""calendar"", ""bnpl""]","BNPL e SaaS",true,false,true,"7","2023-08-02","2023-08-09","10","Business Hours","3","Weekday",true,"Paid - google","Paid - google","google_search_branding_signup","Branding",,true,false,false,false,false,,,,,
"9078","2023-08-02 10:32:56.541","Independente",false,"Inbound","[""patients_management""]","Apenas SaaS",false,false,true,"7","2023-08-02","2023-08-09","10","Business Hours","3","Weekday",true,"Other","Other",,"None",,false,false,false,false,false,,,,,
"9079","2023-08-02 10:39:13.140","Independente",false,"Inbound","[""bnpl"", ""finance_management"", ""patients_management""]","BNPL e SaaS",true,false,true,"7","2023-08-02","2023-08-09","10","Business Hours","3","Weekday",true,"Site - pediu ajuda","Other - known",,"None",,false,true,false,true,false,"Concluído","2023-08-02 11:54:14.447","2023-08-02 11:54:14.448","2023-08-03 10:12:14.487",
"9081","2023-08-02 11:00:42.012","Independente",false,"Inbound","[""bnpl""]","Apenas BNPL",true,true,false,"7","2023-08-02","2023-08-09","11","Business Hours","3","Weekday",true,"Other","Other",,"None",,false,true,false,true,false,"Concluído","2023-08-09 08:45:27.205","2023-08-09 08:45:27.206","2023-08-09 10:36:26.197",
"9082","2023-08-02 11:03:53.805","Independente",false,"Inbound","[""patients_management"", ""finance_management"", ""calendar""]","Apenas SaaS",false,false,true,"7","2023-08-02","2023-08-09","11","Business Hours","3","Weekday",true,"Other","Other",,"None",,false,false,false,false,false,,,,,
